HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
39TX062QX1YDNW3E2716AWHCPZ93XV,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,31JLPPHS2V4TF7NGRIJBF3L3FREO3N,AJAK8BGC29Z9A,Approved,Sun Aug 06 00:56:31 PDT 2017,Sun Aug 06 00:56:38 PDT 2017,Fri Aug 11 00:56:38 PDT 2017,2017-08-11 07:56:45 UTC,,,7,100% (224/224),100% (224/224),100% (224/224),Head,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":128,""top"":122,""width"":1,""height"":1,""label"":""head""}]",Head,,
39TX062QX1YDNW3E2716AWHCPZ93XV,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,338JKRMM279J7B0EWK3VI2289FRHAN,A2NVXYZX2IEYVJ,Approved,Sun Aug 06 00:50:05 PDT 2017,Sun Aug 06 00:50:12 PDT 2017,Fri Aug 11 00:50:12 PDT 2017,2017-08-11 07:50:44 UTC,,,7,100% (244/244),100% (244/244),100% (244/244),Head,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":129,""top"":121,""width"":1,""height"":1,""label"":""head""}]",Head,,
39TX062QX1YDNW3E2716AWHCPZ93XV,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3GLB5JMZFY535M8FWOCFN3YDFICDGN,A35I9ISAHVL3HO,Approved,Sun Aug 06 00:53:35 PDT 2017,Sun Aug 06 00:53:42 PDT 2017,Fri Aug 11 00:53:42 PDT 2017,2017-08-11 07:53:46 UTC,,,7,100% (170/170),100% (170/170),100% (170/170),Head,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":127,""top"":122,""width"":1,""height"":1,""label"":""head""}]",Head,,
39TX062QX1YDNW3E2716AWHCPZ93XV,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3X65QVEQI1X9MMG27JEKGPL3QZLLC0,ACWBK5ISFR2B2,Approved,Sun Aug 06 00:47:38 PDT 2017,Sun Aug 06 00:47:47 PDT 2017,Fri Aug 11 00:47:47 PDT 2017,2017-08-11 07:48:44 UTC,,,9,100% (1068/1068),100% (1068/1068),100% (1068/1068),Head,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":99,""top"":91,""width"":61,""height"":56,""label"":""head""}]",Head,,
39TX062QX1YDNW3E2716AWHCPZ93XV,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3YT88D1N098APG21TQRI8M4UVM33KH,A374YV9KCIQNCC,Approved,Sun Aug 06 00:44:05 PDT 2017,Sun Aug 06 00:44:13 PDT 2017,Fri Aug 11 00:44:13 PDT 2017,2017-08-11 07:44:45 UTC,,,8,100% (261/261),100% (261/261),100% (261/261),Head,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":129,""top"":117,""width"":1,""height"":1,""label"":""head""}]",Head,,
3LOJFQ4BOXP5LO64WDSTXBVMK3JDKE,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3AAPLD8UCDROM7ZN2KUCD7S0X4CHT8,A24NA8ASZY358P,Approved,Sun Aug 06 00:44:30 PDT 2017,Sun Aug 06 00:44:38 PDT 2017,Fri Aug 11 00:44:38 PDT 2017,2017-08-11 07:44:45 UTC,,,8,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":86,""top"":105,""width"":27,""height"":26,""label"":""head""}]",Head,,
3LOJFQ4BOXP5LO64WDSTXBVMK3JDKE,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3JMSRU9HQJ4RFPCAHEMLTMJ8293EV8,A1V9MN88VQ1LEB,Approved,Sun Aug 06 01:13:31 PDT 2017,Sun Aug 06 01:13:41 PDT 2017,Fri Aug 11 01:13:41 PDT 2017,2017-08-11 08:13:47 UTC,,,10,100% (212/212),100% (212/212),100% (212/212),Head,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":124,""top"":122,""width"":2,""height"":2,""label"":""head""}]",Head,,
3LOJFQ4BOXP5LO64WDSTXBVMK3JDKE,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3N1FSUEFL6ANT6FV1NAEEE1APD2D4Z,A1EJABPEG62C5D,Approved,Sun Aug 06 00:44:42 PDT 2017,Sun Aug 06 00:44:51 PDT 2017,Fri Aug 11 00:44:51 PDT 2017,2017-08-11 07:45:44 UTC,,,9,100% (98/98),100% (98/98),100% (98/98),Head,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":125,""top"":121,""width"":14,""height"":21,""label"":""head""}]",Head,,
3LOJFQ4BOXP5LO64WDSTXBVMK3JDKE,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3ON104KXQL6M2CFMIIF462QVWT94W0,A35I9ISAHVL3HO,Approved,Sun Aug 06 00:53:17 PDT 2017,Sun Aug 06 00:53:25 PDT 2017,Fri Aug 11 00:53:25 PDT 2017,2017-08-11 07:53:45 UTC,,,8,100% (170/170),100% (170/170),100% (170/170),Head,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":125,""top"":125,""width"":1,""height"":1,""label"":""head""}]",Head,,
3LOJFQ4BOXP5LO64WDSTXBVMK3JDKE,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:32:34 PDT 2017,5,BatchId:2897319;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:32:34 PDT 2017,,,3R2UR8A0IBQ5V5UUB7QZMJA7MMEOXM,AJAK8BGC29Z9A,Approved,Sun Aug 06 00:50:06 PDT 2017,Sun Aug 06 00:50:17 PDT 2017,Fri Aug 11 00:50:17 PDT 2017,2017-08-11 07:50:45 UTC,,,11,100% (224/224),100% (224/224),100% (224/224),Head,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":128,""top"":127,""width"":1,""height"":1,""label"":""head""}]",Head,,
