HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
3R16PJFTS31SLSNB32R0U71G8HU4KF,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,6,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:02:05 PDT 2017,,,31QTRG6Q2UNCGAW5V3PGUXM60PHYPI,A1AYL5V5GI9HC1,Submitted,Mon Aug 28 15:56:12 PDT 2017,Mon Aug 28 15:56:40 PDT 2017,Sat Sep 02 15:56:40 PDT 2017,,,,28,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass06/SPCBench-1486161119-000001-001-352-2480-363-223-.png,"[{""left"":118,""top"":128,""width"":1,""height"":3,""label"":""head""}]",Head,,
3R16PJFTS31SLSNB32R0U71G8HU4KF,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,6,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:02:05 PDT 2017,,,37U1UTWH9WWIDHL2VRVB0FYJ8S4R8R,ARYZPEQN1ZW39,Submitted,Mon Aug 28 16:07:34 PDT 2017,Mon Aug 28 16:07:41 PDT 2017,Sat Sep 02 16:07:41 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass06/SPCBench-1486161119-000001-001-352-2480-363-223-.png,"[{""left"":106,""top"":142,""width"":1,""height"":1,""label"":""head""}]",Head,,
3R16PJFTS31SLSNB32R0U71G8HU4KF,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,6,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:02:05 PDT 2017,,,37ZHEEHM6XWMU1VHAW294HZ8RXI37I,A2DTSE9AI3YTXX,Submitted,Tue Aug 29 15:22:18 PDT 2017,Tue Aug 29 15:22:27 PDT 2017,Sun Sep 03 15:22:27 PDT 2017,,,,9,100% (338/338),100% (338/338),100% (338/338),Tail,class01_subclass06/SPCBench-1486161119-000001-001-352-2480-363-223-.png,"[{""left"":120,""top"":130,""width"":1,""height"":1,""label"":""head""}]",Head,,
3R16PJFTS31SLSNB32R0U71G8HU4KF,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,6,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:02:05 PDT 2017,,,3DY4FPOOA2YGOTHF3K6LSTIRJQ3VRY,A18VXKX5URAA4G,Submitted,Mon Aug 28 15:55:58 PDT 2017,Mon Aug 28 15:56:05 PDT 2017,Sat Sep 02 15:56:05 PDT 2017,,,,7,67% (2/3),67% (2/3),0% (0/1),Tail,class01_subclass06/SPCBench-1486161119-000001-001-352-2480-363-223-.png,"[{""left"":119,""top"":130,""width"":1,""height"":1,""label"":""head""}]",Head,,
3R16PJFTS31SLSNB32R0U71G8HU4KF,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,6,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:02:05 PDT 2017,,,3IAS3U3I0GQKBV2OJD0KQ9GC4652BI,A3EAOSOUQZFVFS,Submitted,Mon Aug 28 15:40:42 PDT 2017,Mon Aug 28 15:40:45 PDT 2017,Sat Sep 02 15:40:45 PDT 2017,,,,3,98% (96/98),98% (96/98),98% (96/98),Tail,class01_subclass06/SPCBench-1486161119-000001-001-352-2480-363-223-.png,"[{""left"":233,""top"":139,""width"":1,""height"":1,""label"":""head""}]",Head,,
3T5ZXGO9DEYUZS9V101NKPQY8IOZQD,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,5,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:03 PDT 2017,,,339ANSOTR6CPFJKKETY5CS6JGWBIKT,A34ZESV383SM26,Submitted,Mon Aug 28 15:43:23 PDT 2017,Mon Aug 28 15:43:55 PDT 2017,Sat Sep 02 15:43:55 PDT 2017,,,,32,100% (44/44),100% (44/44),0% (0/0),Tail,class01_subclass06/SPCBench-1486161123-000012-000-256-2452-459-224-.png,"[{""left"":198,""top"":142,""width"":1,""height"":1,""label"":""head""}]",Head,,
3T5ZXGO9DEYUZS9V101NKPQY8IOZQD,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,5,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:03 PDT 2017,,,38YMOXR4MV90HZJ0168J30A9UCS6WM,A11NUW5OVADGYU,Submitted,Mon Aug 28 15:57:40 PDT 2017,Mon Aug 28 15:57:47 PDT 2017,Sat Sep 02 15:57:47 PDT 2017,,,,7,100% (20/20),100% (20/20),100% (20/20),Tail,class01_subclass06/SPCBench-1486161123-000012-000-256-2452-459-224-.png,"[{""left"":82,""top"":149,""width"":1,""height"":1,""label"":""head""}]",Head,,
3T5ZXGO9DEYUZS9V101NKPQY8IOZQD,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,5,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:03 PDT 2017,,,3BC8WZX3V46OVM0YU01BRWTOYKRRR2,A1VWJ6LH1E3GLN,Submitted,Mon Aug 28 16:03:06 PDT 2017,Mon Aug 28 16:03:10 PDT 2017,Sat Sep 02 16:03:10 PDT 2017,,,,4,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass06/SPCBench-1486161123-000012-000-256-2452-459-224-.png,"[{""left"":117,""top"":123,""width"":1,""height"":1,""label"":""head""}]",Head,,
3T5ZXGO9DEYUZS9V101NKPQY8IOZQD,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,5,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:03 PDT 2017,,,3EG49X351VMF6ZOQBB455JOG3EW6XD,AATL9DKBHXYW9,Submitted,Mon Aug 28 15:47:09 PDT 2017,Mon Aug 28 15:47:23 PDT 2017,Sat Sep 02 15:47:23 PDT 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass06/SPCBench-1486161123-000012-000-256-2452-459-224-.png,"[{""left"":114,""top"":122,""width"":1,""height"":1,""label"":""head""}]",Head,,
3T5ZXGO9DEYUZS9V101NKPQY8IOZQD,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:03 PDT 2017,5,BatchId:2920775;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:03 PDT 2017,,,3VE8AYVF8N7LARGT4WVHJQK054TF8K,ARYZPEQN1ZW39,Submitted,Mon Aug 28 16:04:37 PDT 2017,Mon Aug 28 16:04:57 PDT 2017,Sat Sep 02 16:04:57 PDT 2017,,,,20,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass06/SPCBench-1486161123-000012-000-256-2452-459-224-.png,"[{""left"":107,""top"":126,""width"":1,""height"":1,""label"":""head""}]",Head,,
