HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
37VHPF5VYCDBLVYPNS0FN04D43DC8U,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3JMSRU9HQJ4RFPCAHEMLTMJ8291EV6,A3AOK8012PD7IO,Approved,Sun Aug 06 00:56:16 PDT 2017,Sun Aug 06 00:56:40 PDT 2017,Fri Aug 11 00:56:40 PDT 2017,2017-08-11 07:56:45 UTC,,,24,100% (553/553),100% (553/553),100% (553/553),Head,class01_subclass12/SPCBench-1487093365-000011-013-212-160-216-144-.png,"[{""left"":124,""top"":99,""width"":1,""height"":1,""label"":""head""}]",Head,,
37VHPF5VYCDBLVYPNS0FN04D43DC8U,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3OS46CRSLG9N2AJVBW3NHYRVLBF6VF,AJAK8BGC29Z9A,Approved,Sun Aug 06 01:12:14 PDT 2017,Sun Aug 06 01:12:19 PDT 2017,Fri Aug 11 01:12:19 PDT 2017,2017-08-11 08:12:45 UTC,,,5,100% (224/224),100% (224/224),100% (224/224),Head,class01_subclass12/SPCBench-1487093365-000011-013-212-160-216-144-.png,"[{""left"":124,""top"":99,""width"":1,""height"":1,""label"":""head""}]",Head,,
37VHPF5VYCDBLVYPNS0FN04D43DC8U,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3SNVL38CI52Y2GYKMJ2J1P8O1ZJCKR,A241K3CXIR4129,Approved,Sun Aug 06 01:14:12 PDT 2017,Sun Aug 06 01:14:18 PDT 2017,Fri Aug 11 01:14:18 PDT 2017,2017-08-11 08:14:45 UTC,,,6,100% (238/238),100% (238/238),100% (238/238),Head,class01_subclass12/SPCBench-1487093365-000011-013-212-160-216-144-.png,"[{""left"":127,""top"":97,""width"":1,""height"":1,""label"":""head""}]",Head,,
37VHPF5VYCDBLVYPNS0FN04D43DC8U,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3WZ36BJEV4QEVUW12SKGRWP22R9TB6,A2X7BE2FSPUKCK,Approved,Sun Aug 06 01:05:20 PDT 2017,Sun Aug 06 01:05:28 PDT 2017,Fri Aug 11 01:05:28 PDT 2017,2017-08-11 08:05:46 UTC,,,8,100% (29/29),100% (29/29),100% (29/29),Head,class01_subclass12/SPCBench-1487093365-000011-013-212-160-216-144-.png,"[{""left"":128,""top"":100,""width"":1,""height"":1,""label"":""head""}]",Head,,
37VHPF5VYCDBLVYPNS0FN04D43DC8U,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3YHH42UU5CPPSULMV3L0LOJ2HAR0LP,A2J1CU575FIVCS,Approved,Sun Aug 06 01:08:54 PDT 2017,Sun Aug 06 01:09:00 PDT 2017,Fri Aug 11 01:09:00 PDT 2017,2017-08-11 08:09:44 UTC,,,6,100% (98/98),100% (98/98),100% (98/98),Head,class01_subclass12/SPCBench-1487093365-000011-013-212-160-216-144-.png,"[{""left"":121,""top"":104,""width"":1,""height"":1,""label"":""head""}]",Head,,
3421H3BM9ARY7EN52CNFA0CJET49JU,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,37XITHEISXJKPKBFC3BG21U2WRCCRJ,A24NA8ASZY358P,Approved,Sun Aug 06 01:01:57 PDT 2017,Sun Aug 06 01:02:03 PDT 2017,Fri Aug 11 01:02:03 PDT 2017,2017-08-11 08:02:44 UTC,,,6,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass12/SPCBench-1487093365-000013-013-216-144-216-120-.png,"[{""left"":109,""top"":87,""width"":33,""height"":33,""label"":""head""}]",Head,,
3421H3BM9ARY7EN52CNFA0CJET49JU,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3AUQQEL7U63SOZXG97N68XH488RV01,A3AOK8012PD7IO,Approved,Sun Aug 06 01:01:29 PDT 2017,Sun Aug 06 01:01:35 PDT 2017,Fri Aug 11 01:01:35 PDT 2017,2017-08-11 08:01:46 UTC,,,6,100% (553/553),100% (553/553),100% (553/553),Head,class01_subclass12/SPCBench-1487093365-000013-013-216-144-216-120-.png,"[{""left"":125,""top"":104,""width"":2,""height"":2,""label"":""head""}]",Head,,
3421H3BM9ARY7EN52CNFA0CJET49JU,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3L4D84MIL02U843IQQG8B15RZ2NJH7,ATU83WO2RHHL2,Approved,Sun Aug 06 01:05:47 PDT 2017,Sun Aug 06 01:06:17 PDT 2017,Fri Aug 11 01:06:17 PDT 2017,2017-08-11 08:06:45 UTC,,,30,100% (34/34),100% (34/34),100% (34/34),Head,class01_subclass12/SPCBench-1487093365-000013-013-216-144-216-120-.png,"[{""left"":125,""top"":103,""width"":1,""height"":1,""label"":""head""}]",Head,,
3421H3BM9ARY7EN52CNFA0CJET49JU,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3NQL1CS15SIPLUT1HFYF0PBOKL6YV5,ACWBK5ISFR2B2,Approved,Sun Aug 06 00:58:49 PDT 2017,Sun Aug 06 00:58:56 PDT 2017,Fri Aug 11 00:58:56 PDT 2017,2017-08-11 07:59:44 UTC,,,7,100% (1068/1068),100% (1068/1068),100% (1068/1068),Head,class01_subclass12/SPCBench-1487093365-000013-013-216-144-216-120-.png,"[{""left"":108,""top"":90,""width"":31,""height"":42,""label"":""head""}]",Head,,
3421H3BM9ARY7EN52CNFA0CJET49JU,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:36:07 PDT 2017,5,BatchId:2897329;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:36:07 PDT 2017,,,3VW6495TLKA6POO6MQLZ7OFI229YYF,A2OC145SY3JZ7Y,Approved,Sun Aug 06 01:06:17 PDT 2017,Sun Aug 06 01:06:20 PDT 2017,Fri Aug 11 01:06:20 PDT 2017,2017-08-11 08:06:45 UTC,,,3,100% (413/413),100% (413/413),100% (413/413),Head,class01_subclass12/SPCBench-1487093365-000013-013-216-144-216-120-.png,"[{""left"":129,""top"":105,""width"":1,""height"":1,""label"":""head""}]",Head,,
