"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.objects_to_find","Input.image_url","Answer.annotation_data","Answer.label","Approve","Reject"
"3E22YV8GG1GFIRUXYZB4PXTFSHPPN7","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","30IQTZXKALGKSO2B9MOOWIEPOJV0X5","AH4SMMFHDHK1L","Approved","Sat Aug 05 22:38:47 PDT 2017","Sat Aug 05 22:40:19 PDT 2017","Thu Aug 10 22:40:19 PDT 2017","2017-08-11 05:40:44 UTC","","","92","100% (7/7)","100% (7/7)","100% (7/7)","Head","class01_subclass04/SPCBench-1487875062-000042-003-0-972-416-248-.png","[{""left"":71,""top"":129,""width"":1,""height"":1,""label"":""head""},{""left"":1,""top"":86,""width"":128,""height"":89,""label"":""head""}]","Head"
"3E22YV8GG1GFIRUXYZB4PXTFSHPPN7","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","31Z0PCVWULPRTITBPB80MU36J1C7TS","A15305UK5RCUFH","Approved","Sat Aug 05 22:31:06 PDT 2017","Sat Aug 05 22:31:09 PDT 2017","Thu Aug 10 22:31:09 PDT 2017","2017-08-11 05:31:44 UTC","","","3","100% (135/135)","100% (135/135)","100% (135/135)","Head","class01_subclass04/SPCBench-1487875062-000042-003-0-972-416-248-.png","[{""left"":79,""top"":139,""width"":1,""height"":1,""label"":""head""}]","Head"
"3E22YV8GG1GFIRUXYZB4PXTFSHPPN7","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","35USIKEBNSQAU5AM95HW7HXIZ876NS","A9ALF1SODWQE5","Approved","Sat Aug 05 22:41:53 PDT 2017","Sat Aug 05 22:42:00 PDT 2017","Thu Aug 10 22:42:00 PDT 2017","2017-08-11 05:42:44 UTC","","","7","100% (456/456)","100% (456/456)","100% (456/456)","Head","class01_subclass04/SPCBench-1487875062-000042-003-0-972-416-248-.png","[{""left"":62,""top"":121,""width"":39,""height"":62,""label"":""head""}]","Head"
"3E22YV8GG1GFIRUXYZB4PXTFSHPPN7","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","37WLF8U1WQ09MZPJCSPGFPGE5D1K60","A3F9N2P4NUUR7S","Approved","Sat Aug 05 22:32:39 PDT 2017","Sat Aug 05 22:32:48 PDT 2017","Thu Aug 10 22:32:48 PDT 2017","2017-08-11 05:33:44 UTC","","","9","100% (241/241)","100% (241/241)","100% (241/241)","Head","class01_subclass04/SPCBench-1487875062-000042-003-0-972-416-248-.png","[{""left"":71,""top"":127,""width"":1,""height"":1,""label"":""head""}]","Head"
"3E22YV8GG1GFIRUXYZB4PXTFSHPPN7","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","3E7TUJ2EGDWOQCL7II65VMCQB5C9DN","A1IFX10A8ZRFUV","Approved","Sat Aug 05 22:26:27 PDT 2017","Sat Aug 05 22:26:40 PDT 2017","Thu Aug 10 22:26:40 PDT 2017","2017-08-11 05:26:44 UTC","","","13","100% (356/356)","100% (356/356)","100% (356/356)","Head","class01_subclass04/SPCBench-1487875062-000042-003-0-972-416-248-.png","[{""left"":56,""top"":111,""width"":41,""height"":46,""label"":""head""}]","Head"
"391FPZIE4CW000GICNFLUJJIEM8HUM","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","31LM9EDVOM2MI0PTTOBLGL2NLEPNJD","A1IFX10A8ZRFUV","Approved","Sat Aug 05 22:18:25 PDT 2017","Sat Aug 05 22:18:41 PDT 2017","Thu Aug 10 22:18:41 PDT 2017","2017-08-11 05:18:44 UTC","","","16","100% (356/356)","100% (356/356)","100% (356/356)","Head","class01_subclass04/SPCBench-1487875063-000045-003-0-996-424-240-.png","[{""left"":58,""top"":113,""width"":61,""height"":57,""label"":""head""}]","Head"
"391FPZIE4CW000GICNFLUJJIEM8HUM","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","3FTOP5WARGYJX4XMSI9N596ADLGJ00","A15305UK5RCUFH","Approved","Sat Aug 05 22:49:45 PDT 2017","Sat Aug 05 22:49:48 PDT 2017","Thu Aug 10 22:49:48 PDT 2017","2017-08-11 05:50:44 UTC","","","3","100% (135/135)","100% (135/135)","100% (135/135)","Head","class01_subclass04/SPCBench-1487875063-000045-003-0-996-424-240-.png","[{""left"":83,""top"":131,""width"":2,""height"":1,""label"":""head""}]","Head"
"391FPZIE4CW000GICNFLUJJIEM8HUM","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","3NQL1CS15SIPLUT1HFYF0PBOKL2VYY","A3F9N2P4NUUR7S","Approved","Sat Aug 05 22:55:12 PDT 2017","Sat Aug 05 22:55:19 PDT 2017","Thu Aug 10 22:55:19 PDT 2017","2017-08-11 05:55:44 UTC","","","7","100% (241/241)","100% (241/241)","100% (241/241)","Head","class01_subclass04/SPCBench-1487875063-000045-003-0-996-424-240-.png","[{""left"":70,""top"":124,""width"":1,""height"":1,""label"":""head""}]","Head"
"391FPZIE4CW000GICNFLUJJIEM8HUM","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","3TUI152ZZCX0QGMHJRXWGF16W8DQ10","A9ALF1SODWQE5","Approved","Sat Aug 05 22:34:36 PDT 2017","Sat Aug 05 22:34:52 PDT 2017","Thu Aug 10 22:34:52 PDT 2017","2017-08-11 05:35:44 UTC","","","16","100% (456/456)","100% (456/456)","100% (456/456)","Head","class01_subclass04/SPCBench-1487875063-000045-003-0-996-424-240-.png","[{""left"":51,""top"":115,""width"":44,""height"":34,""label"":""head""}]","Head"
"391FPZIE4CW000GICNFLUJJIEM8HUM","3H6GKE2851CSXK71EQ3BIT90OHLE13","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sat Aug 05 22:16:03 PDT 2017","5","BatchId:2897269;OriginalHitTemplateId:920937336;","120","432000","Sat Aug 12 22:16:03 PDT 2017","","","3Z4AIRP3C7NKZDNT55SOANXZTB21XA","A1CBJPICZAM1QD","Approved","Sat Aug 05 22:55:07 PDT 2017","Sat Aug 05 22:55:31 PDT 2017","Thu Aug 10 22:55:31 PDT 2017","2017-08-11 05:55:44 UTC","","","24","100% (56/56)","100% (56/56)","100% (56/56)","Head","class01_subclass04/SPCBench-1487875063-000045-003-0-996-424-240-.png","[{""left"":70,""top"":132,""width"":1,""height"":1,""label"":""head""}]","Head"
