HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
3L84EBDQ37CDZUCEOUEG1OQC53JKKK,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,38BQUHLA9XAU1TVQX0OQB2U9HA7MOZ,AATL9DKBHXYW9,Submitted,Mon Aug 28 15:53:58 PDT 2017,Mon Aug 28 15:54:07 PDT 2017,Sat Sep 02 15:54:07 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":100,""top"":113,""width"":1,""height"":1,""label"":""head""}]",Head,,
3L84EBDQ37CDZUCEOUEG1OQC53JKKK,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,3BDCF01OGY4MPPH73BW9DGDMVFGLY7,A1GDNTOGH5FZCJ,Submitted,Mon Aug 28 15:56:10 PDT 2017,Mon Aug 28 15:56:20 PDT 2017,Sat Sep 02 15:56:20 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":98,""top"":112,""width"":1,""height"":1,""label"":""head""}]",Head,,
3L84EBDQ37CDZUCEOUEG1OQC53JKKK,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,3E7TUJ2EGDWOQCL7II65VMCQDXS9DP,A2RSOGTSR83XKO,Submitted,Mon Aug 28 15:48:24 PDT 2017,Mon Aug 28 15:48:44 PDT 2017,Sat Sep 02 15:48:44 PDT 2017,,,,20,0% (0/58),0% (0/58),0% (0/58),Tail,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":53,""top"":112,""width"":53,""height"":11,""label"":""head""}]",Head,,
3L84EBDQ37CDZUCEOUEG1OQC53JKKK,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,3EJPLAJKENQ4BUO5CTSQ244RBETZ62,A18VXKX5URAA4G,Submitted,Mon Aug 28 15:46:18 PDT 2017,Mon Aug 28 15:46:25 PDT 2017,Sat Sep 02 15:46:25 PDT 2017,,,,7,67% (2/3),67% (2/3),0% (0/1),Tail,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":109,""top"":112,""width"":1,""height"":1,""label"":""head""}]",Head,,
3L84EBDQ37CDZUCEOUEG1OQC53JKKK,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,3RXPCZQMQQL9DRS3GVSKM1X4SDKG1X,A11NUW5OVADGYU,Submitted,Mon Aug 28 15:50:05 PDT 2017,Mon Aug 28 15:50:12 PDT 2017,Sat Sep 02 15:50:12 PDT 2017,,,,7,100% (20/20),100% (20/20),100% (20/20),Tail,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":209,""top"":142,""width"":1,""height"":1,""label"":""head""}]",Head,,
3D1UCPY6GGJN8V26UZPEUX0JZH383E,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,386PBUZZXG7WU0M8HBV63TYYIBELJK,A34ZESV383SM26,Submitted,Mon Aug 28 16:30:47 PDT 2017,Mon Aug 28 16:30:54 PDT 2017,Sat Sep 02 16:30:54 PDT 2017,,,,7,100% (44/44),100% (44/44),0% (0/0),Tail,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":91,""top"":138,""width"":1,""height"":1,""label"":""head""}]",Head,,
3D1UCPY6GGJN8V26UZPEUX0JZH383E,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,39LNWE0K4V63IFPW8727IFFHINCUI5,AK0DGGS89D436,Submitted,Mon Aug 28 16:03:23 PDT 2017,Mon Aug 28 16:03:34 PDT 2017,Sat Sep 02 16:03:34 PDT 2017,,,,11,0% (0/1),0% (0/1),0% (0/1),Tail,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":154,""top"":125,""width"":1,""height"":1,""label"":""head""}]",Head,,
3D1UCPY6GGJN8V26UZPEUX0JZH383E,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,3A1COHJ8NK55ON7ZZMJHMBWDLJ68HB,A2WLTDIILI4K16,Submitted,Mon Aug 28 16:06:09 PDT 2017,Mon Aug 28 16:06:22 PDT 2017,Sat Sep 02 16:06:22 PDT 2017,,,,13,100% (31/31),100% (31/31),0% (0/0),Tail,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":90,""top"":138,""width"":1,""height"":1,""label"":""head""}]",Head,,
3D1UCPY6GGJN8V26UZPEUX0JZH383E,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,3LEP4MGT3HA7E504G2K1MS7G1X1DB9,A0339715IMIIMD5R04VT,Submitted,Mon Aug 28 16:20:56 PDT 2017,Mon Aug 28 16:21:01 PDT 2017,Sat Sep 02 16:21:01 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":156,""top"":128,""width"":1,""height"":1,""label"":""head""}]",Head,,
3D1UCPY6GGJN8V26UZPEUX0JZH383E,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:37:11 PDT 2017,5,BatchId:2920771;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:37:11 PDT 2017,,,3ZPPDN2SLW6TIIZ7EDHP14UBD9WE9Q,A11NUW5OVADGYU,Submitted,Mon Aug 28 16:06:53 PDT 2017,Mon Aug 28 16:07:04 PDT 2017,Sat Sep 02 16:07:04 PDT 2017,,,,11,100% (20/20),100% (20/20),100% (20/20),Tail,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":80,""top"":141,""width"":1,""height"":1,""label"":""head""}]",Head,,
