HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
3AC6MFV69KSHMZASIAETBBYXHVTHZ0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,5,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:44 PDT 2017,,,33C7UALJVM8UKCMLXXGWUOG64U7182,AATL9DKBHXYW9,Submitted,Mon Aug 28 15:45:44 PDT 2017,Mon Aug 28 15:46:34 PDT 2017,Sat Sep 02 15:46:34 PDT 2017,,,,50,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":67,""top"":49,""width"":1,""height"":1,""label"":""head""}]",Head,,
3AC6MFV69KSHMZASIAETBBYXHVTHZ0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,5,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:44 PDT 2017,,,3QILPRALQ65XYJTA2KEURVT97VGN80,A1VWJ6LH1E3GLN,Submitted,Mon Aug 28 16:10:32 PDT 2017,Mon Aug 28 16:10:37 PDT 2017,Sat Sep 02 16:10:37 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":66,""top"":48,""width"":1,""height"":1,""label"":""head""}]",Head,,
3AC6MFV69KSHMZASIAETBBYXHVTHZ0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,5,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:44 PDT 2017,,,3RKNTXVS3N8PVZCJHDJCODT462MA4X,ARYZPEQN1ZW39,Submitted,Mon Aug 28 16:14:27 PDT 2017,Mon Aug 28 16:14:34 PDT 2017,Sat Sep 02 16:14:34 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":58,""top"":41,""width"":1,""height"":1,""label"":""head""}]",Head,,
3AC6MFV69KSHMZASIAETBBYXHVTHZ0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,5,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:44 PDT 2017,,,3TAYZSBPLMIJSHJQUZMFGYQC8UV2SN,A2QG20LG5LKENN,Submitted,Mon Aug 28 16:04:53 PDT 2017,Mon Aug 28 16:04:58 PDT 2017,Sat Sep 02 16:04:58 PDT 2017,,,,5,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":61,""top"":45,""width"":1,""height"":1,""label"":""head""}]",Head,,
3AC6MFV69KSHMZASIAETBBYXHVTHZ0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,5,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:44 PDT 2017,,,3Y54SXRO1MVTRT572J1BWMHQT4QUTK,A11NUW5OVADGYU,Submitted,Mon Aug 28 15:49:44 PDT 2017,Mon Aug 28 15:49:50 PDT 2017,Sat Sep 02 15:49:50 PDT 2017,,,,6,100% (20/20),100% (20/20),100% (20/20),Tail,class01_subclass07/SPCBench-1487873330-000151-000-232-2276-360-352-.png,"[{""left"":64,""top"":45,""width"":1,""height"":1,""label"":""head""}]",Head,,
3W31J70BAS6VGW0QWHXID5D40UBCK0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,7,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:05:15 PDT 2017,,,3CP1TO84PUBIMFLFI397NNGKUAK25I,A18VXKX5URAA4G,Submitted,Mon Aug 28 15:47:14 PDT 2017,Mon Aug 28 15:47:22 PDT 2017,Sat Sep 02 15:47:22 PDT 2017,,,,8,67% (2/3),67% (2/3),0% (0/1),Tail,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":89,""top"":75,""width"":1,""height"":2,""label"":""head""}]",Head,,
3W31J70BAS6VGW0QWHXID5D40UBCK0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,7,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:05:15 PDT 2017,,,3KKG4CDWKJ8BQG2EP75CSIIK0N249G,A1TDJ9KOVVLEO6,Submitted,Tue Aug 29 15:20:51 PDT 2017,Tue Aug 29 15:21:15 PDT 2017,Sun Sep 03 15:21:15 PDT 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":87,""top"":74,""width"":1,""height"":1,""label"":""head""}]",Head,,
3W31J70BAS6VGW0QWHXID5D40UBCK0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,7,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:05:15 PDT 2017,,,3LEP4MGT3HA7E504G2K1MS7G10XDBB,A2DTSE9AI3YTXX,Submitted,Tue Aug 29 15:18:53 PDT 2017,Tue Aug 29 15:18:57 PDT 2017,Sun Sep 03 15:18:57 PDT 2017,,,,4,100% (338/338),100% (338/338),100% (338/338),Tail,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":88,""top"":78,""width"":1,""height"":1,""label"":""head""}]",Head,,
3W31J70BAS6VGW0QWHXID5D40UBCK0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,7,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:05:15 PDT 2017,,,3WMOAN2SRC7V9VPNADP4J9DHITDNV1,A3EAOSOUQZFVFS,Submitted,Mon Aug 28 15:50:35 PDT 2017,Mon Aug 28 15:50:40 PDT 2017,Sat Sep 02 15:50:40 PDT 2017,,,,5,98% (96/98),98% (96/98),98% (96/98),Tail,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":84,""top"":70,""width"":2,""height"":2,""label"":""head""}]",Head,,
3W31J70BAS6VGW0QWHXID5D40UBCK0,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,7,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:05:15 PDT 2017,,,3WR9XG3T64L7CXELAA7SEMRE5UC47W,A11NUW5OVADGYU,Submitted,Mon Aug 28 15:52:18 PDT 2017,Mon Aug 28 15:52:25 PDT 2017,Sat Sep 02 15:52:25 PDT 2017,,,,7,100% (20/20),100% (20/20),100% (20/20),Tail,class01_subclass07/SPCBench-1487873331-000152-000-148-2252-512-360-.png,"[{""left"":82,""top"":73,""width"":1,""height"":1,""label"":""head""}]",Head,,
33K3E8REWW5ZOT9KEOW21DPN6C4X83,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,6,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:03:22 PDT 2017,,,33PPO7FECWPH1DEAMCCI8FBTWQIIDQ,A2DTSE9AI3YTXX,Submitted,Tue Aug 29 15:22:55 PDT 2017,Tue Aug 29 15:22:59 PDT 2017,Sun Sep 03 15:22:59 PDT 2017,,,,4,100% (338/338),100% (338/338),100% (338/338),Tail,class01_subclass07/SPCBench-1487873345-000223-000-0-1852-256-440-.png,"[{""left"":136,""top"":95,""width"":1,""height"":2,""label"":""head""}]",Head,,
33K3E8REWW5ZOT9KEOW21DPN6C4X83,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,6,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:03:22 PDT 2017,,,354GIDR5ZCGCVYW06AZHN4REG4S00E,AJCMSMG7HNUWF,Submitted,Mon Aug 28 16:03:25 PDT 2017,Mon Aug 28 16:03:32 PDT 2017,Sat Sep 02 16:03:32 PDT 2017,,,,7,0% (0/1),0% (0/1),0% (0/1),Tail,class01_subclass07/SPCBench-1487873345-000223-000-0-1852-256-440-.png,"[{""left"":135,""top"":91,""width"":1,""height"":1,""label"":""head""}]",Head,,
33K3E8REWW5ZOT9KEOW21DPN6C4X83,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,6,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:03:22 PDT 2017,,,35GCEFQ6I6Y5EB1NTRUSV1S71NR3Z0,A1AYL5V5GI9HC1,Submitted,Mon Aug 28 15:38:56 PDT 2017,Mon Aug 28 15:39:39 PDT 2017,Sat Sep 02 15:39:39 PDT 2017,,,,43,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass07/SPCBench-1487873345-000223-000-0-1852-256-440-.png,"[{""left"":133,""top"":92,""width"":1,""height"":1,""label"":""head""}]",Head,,
33K3E8REWW5ZOT9KEOW21DPN6C4X83,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,6,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:03:22 PDT 2017,,,378XPAWRUDNJ36BY22LGIE3NBKKAI9,A18VXKX5URAA4G,Submitted,Mon Aug 28 15:59:45 PDT 2017,Mon Aug 28 16:00:00 PDT 2017,Sat Sep 02 16:00:00 PDT 2017,,,,15,67% (2/3),67% (2/3),0% (0/1),Tail,class01_subclass07/SPCBench-1487873345-000223-000-0-1852-256-440-.png,"[{""left"":134,""top"":94,""width"":1,""height"":1,""label"":""head""}]",Head,,
33K3E8REWW5ZOT9KEOW21DPN6C4X83,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,6,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Tue Sep 05 15:03:22 PDT 2017,,,3SUWZRL0MZN60ZX9G6EDHU39N8K6E3,A3EAOSOUQZFVFS,Submitted,Mon Aug 28 15:39:49 PDT 2017,Mon Aug 28 15:39:53 PDT 2017,Sat Sep 02 15:39:53 PDT 2017,,,,4,98% (96/98),98% (96/98),98% (96/98),Tail,class01_subclass07/SPCBench-1487873345-000223-000-0-1852-256-440-.png,"[{""left"":130,""top"":89,""width"":3,""height"":6,""label"":""head""}]",Head,,
3SCKNODZ0XQQCLQX2DHNPB2UTEP7N7,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:38:44 PDT 2017,5,BatchId:2920778;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:38:44 PDT 2017,,,30BXRYBRP57GEO3HXPZN0RZZ3Q5WHA,A11NUW5OVADGYU,Submitted,Mon Aug 28 15:46:47 PDT 2017,Mon Aug 28 15:46:57 PDT 2017,Sat Sep 02 15:46:57 PDT 2017,,,,10,100% (20/20),100% (20/20),100% (20/20),Tail,class01_subclass07/SPCBench-1487873346-000228-001-0-2100-488-376-.png,"[{""left"":167,""top"":90,""width"":1,""height"":1,""label"":""head""}]",Head,,
