HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
3KG2UQJ0MJY0I3VCYCQTP2JPXDDNQY,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,34J10VATJG8BQMIFRYI28EISDAUQIY,ACWBK5ISFR2B2,Approved,Sun Aug 06 01:04:33 PDT 2017,Sun Aug 06 01:04:40 PDT 2017,Fri Aug 11 01:04:40 PDT 2017,2017-08-11 08:04:46 UTC,,,7,100% (1068/1068),100% (1068/1068),100% (1068/1068),Head,class01_subclass15/SPCBench-1487095912-000000-001-492-2496-80-160-.png,"[{""left"":112,""top"":61,""width"":34,""height"":49,""label"":""head""}]",Head,,
3KG2UQJ0MJY0I3VCYCQTP2JPXDDNQY,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,34QN5IT0T01UDN131ECWGJXWXAT80C,AJAK8BGC29Z9A,Approved,Sun Aug 06 01:15:54 PDT 2017,Sun Aug 06 01:15:59 PDT 2017,Fri Aug 11 01:15:59 PDT 2017,2017-08-11 08:16:44 UTC,,,5,100% (224/224),100% (224/224),100% (224/224),Head,class01_subclass15/SPCBench-1487095912-000000-001-492-2496-80-160-.png,"[{""left"":123,""top"":71,""width"":1,""height"":1,""label"":""head""}]",Head,,
3KG2UQJ0MJY0I3VCYCQTP2JPXDDNQY,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,3NPI0JQDAPFGZOXBLX2HMGURJVQTPT,A3AOK8012PD7IO,Approved,Sun Aug 06 01:20:39 PDT 2017,Sun Aug 06 01:20:47 PDT 2017,Fri Aug 11 01:20:47 PDT 2017,2017-08-11 08:21:44 UTC,,,8,100% (553/553),100% (553/553),100% (553/553),Head,class01_subclass15/SPCBench-1487095912-000000-001-492-2496-80-160-.png,"[{""left"":120,""top"":71,""width"":1,""height"":1,""label"":""head""}]",Head,,
3KG2UQJ0MJY0I3VCYCQTP2JPXDDNQY,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,3R6BYFZZP8MBPSH1C479ZP1TULRXFD,A24NA8ASZY358P,Approved,Sun Aug 06 01:21:55 PDT 2017,Sun Aug 06 01:22:00 PDT 2017,Fri Aug 11 01:22:00 PDT 2017,2017-08-11 08:22:44 UTC,,,5,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass15/SPCBench-1487095912-000000-001-492-2496-80-160-.png,"[{""left"":91,""top"":136,""width"":48,""height"":62,""label"":""head""}]",Head,,
3KG2UQJ0MJY0I3VCYCQTP2JPXDDNQY,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,3VP0C6EFSH64CNPMX42WU28IUI46MZ,AX9YGUHEVZ2P7,Approved,Sun Aug 06 01:18:57 PDT 2017,Sun Aug 06 01:19:01 PDT 2017,Fri Aug 11 01:19:01 PDT 2017,2017-08-11 08:19:44 UTC,,,4,100% (204/204),100% (204/204),100% (204/204),Head,class01_subclass15/SPCBench-1487095912-000000-001-492-2496-80-160-.png,"[{""left"":123,""top"":77,""width"":1,""height"":1,""label"":""head""}]",Head,,
3XEIP58NL0XJ8VTI9VTR33R4XLYZL2,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,32Q90QCQ1TVDZEIYIA8ERD8RMBWEKM,A24NA8ASZY358P,Approved,Sun Aug 06 01:13:02 PDT 2017,Sun Aug 06 01:13:11 PDT 2017,Fri Aug 11 01:13:11 PDT 2017,2017-08-11 08:13:45 UTC,,,9,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass15/SPCBench-1487095912-000003-000-480-2508-128-152-.png,"[{""left"":111,""top"":68,""width"":25,""height"":21,""label"":""head""}]",Head,,
3XEIP58NL0XJ8VTI9VTR33R4XLYZL2,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,32SVAV9L3GJ4D3TFHZETE81YQAE3A7,A3NZAEOHAO5LT6,Approved,Sun Aug 06 01:23:00 PDT 2017,Sun Aug 06 01:23:03 PDT 2017,Fri Aug 11 01:23:03 PDT 2017,2017-08-11 08:23:45 UTC,,,3,100% (59/59),100% (59/59),100% (59/59),Head,class01_subclass15/SPCBench-1487095912-000003-000-480-2508-128-152-.png,"[{""left"":120,""top"":76,""width"":1,""height"":1,""label"":""head""}]",Head,,
3XEIP58NL0XJ8VTI9VTR33R4XLYZL2,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,37ZHEEHM6XWMU1VHAW294HZ8P2773J,A1CBJPICZAM1QD,Approved,Sun Aug 06 01:20:17 PDT 2017,Sun Aug 06 01:20:25 PDT 2017,Fri Aug 11 01:20:25 PDT 2017,2017-08-11 08:20:45 UTC,,,8,100% (56/56),100% (56/56),100% (56/56),Head,class01_subclass15/SPCBench-1487095912-000003-000-480-2508-128-152-.png,"[{""left"":119,""top"":69,""width"":1,""height"":1,""label"":""head""}]",Head,,
3XEIP58NL0XJ8VTI9VTR33R4XLYZL2,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,3EO896NRAX5KDDUDQKXXPK8FAWKTJT,ACWBK5ISFR2B2,Approved,Sun Aug 06 01:19:57 PDT 2017,Sun Aug 06 01:20:03 PDT 2017,Fri Aug 11 01:20:03 PDT 2017,2017-08-11 08:20:44 UTC,,,6,100% (1068/1068),100% (1068/1068),100% (1068/1068),Head,class01_subclass15/SPCBench-1487095912-000003-000-480-2508-128-152-.png,"[{""left"":102,""top"":49,""width"":59,""height"":52,""label"":""head""}]",Head,,
3XEIP58NL0XJ8VTI9VTR33R4XLYZL2,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:38:23 PDT 2017,5,BatchId:2897334;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:38:23 PDT 2017,,,3Z4XG4ZF4912AD7E4Q13PXK77HEX8W,A3QZMGTVA4VO44,Approved,Sun Aug 06 01:21:38 PDT 2017,Sun Aug 06 01:21:44 PDT 2017,Fri Aug 11 01:21:44 PDT 2017,2017-08-11 08:21:47 UTC,,,6,100% (138/138),100% (138/138),100% (138/138),Head,class01_subclass15/SPCBench-1487095912-000003-000-480-2508-128-152-.png,"[{""left"":122,""top"":72,""width"":1,""height"":1,""label"":""head""}]",Head,,
