HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
3IV1AEQ4DRNYT94VXKH1A4H8UNMJ8F,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,386CSBG1O0WVX2NEPX9DBBSN4J06QL,A37Q47Z4F2URRQ,Approved,Sun Aug 06 01:12:04 PDT 2017,Sun Aug 06 01:12:10 PDT 2017,Fri Aug 11 01:12:10 PDT 2017,2017-08-11 08:12:45 UTC,,,6,100% (94/94),100% (94/94),100% (94/94),Head,class01_subclass09/SPCBench-1486665366-000077-002-660-168-55-128-.png,"[{""left"":140,""top"":85,""width"":3,""height"":2,""label"":""head""}]",Head,,
3IV1AEQ4DRNYT94VXKH1A4H8UNMJ8F,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,39JEC7537VBCIRSWLNGQ3YJ5HXRCVE,A24NA8ASZY358P,Approved,Sun Aug 06 01:15:29 PDT 2017,Sun Aug 06 01:15:36 PDT 2017,Fri Aug 11 01:15:36 PDT 2017,2017-08-11 08:15:47 UTC,,,7,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass09/SPCBench-1486665366-000077-002-660-168-55-128-.png,"[{""left"":129,""top"":59,""width"":29,""height"":42,""label"":""head""}]",Head,,
3IV1AEQ4DRNYT94VXKH1A4H8UNMJ8F,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,3F6KKYWMNCB9FEP1JSPADN7AGU0ND7,A3AOK8012PD7IO,Approved,Sun Aug 06 01:14:43 PDT 2017,Sun Aug 06 01:14:50 PDT 2017,Fri Aug 11 01:14:50 PDT 2017,2017-08-11 08:15:44 UTC,,,7,100% (553/553),100% (553/553),100% (553/553),Head,class01_subclass09/SPCBench-1486665366-000077-002-660-168-55-128-.png,"[{""left"":150,""top"":82,""width"":1,""height"":1,""label"":""head""}]",Head,,
3IV1AEQ4DRNYT94VXKH1A4H8UNMJ8F,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,3HVVDCPGTF2A82PCCKY0Z7N3N0QYTP,A2NVXYZX2IEYVJ,Approved,Sun Aug 06 00:58:45 PDT 2017,Sun Aug 06 00:59:02 PDT 2017,Fri Aug 11 00:59:02 PDT 2017,2017-08-11 07:59:44 UTC,,,17,100% (244/244),100% (244/244),100% (244/244),Head,class01_subclass09/SPCBench-1486665366-000077-002-660-168-55-128-.png,"[{""left"":119,""top"":158,""width"":1,""height"":1,""label"":""head""}]",Head,,
3IV1AEQ4DRNYT94VXKH1A4H8UNMJ8F,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,3K5TEWLKGWL3VUEWDXCCE1H0U2AIVL,A35I9ISAHVL3HO,Approved,Sun Aug 06 01:11:18 PDT 2017,Sun Aug 06 01:11:23 PDT 2017,Fri Aug 11 01:11:23 PDT 2017,2017-08-11 08:11:45 UTC,,,5,100% (170/170),100% (170/170),100% (170/170),Head,class01_subclass09/SPCBench-1486665366-000077-002-660-168-55-128-.png,"[{""left"":150,""top"":77,""width"":1,""height"":1,""label"":""head""}]",Head,,
306W7JMRYY8SBQ6J9S4KCGYVMIDB8M,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,3300DTYQT3RZAHGTVFSBNZK0LHMQEO,A3AOK8012PD7IO,Approved,Sun Aug 06 00:56:40 PDT 2017,Sun Aug 06 00:56:47 PDT 2017,Fri Aug 11 00:56:47 PDT 2017,2017-08-11 07:57:44 UTC,,,7,100% (553/553),100% (553/553),100% (553/553),Head,class01_subclass09/SPCBench-1486665372-000105-003-572-252-104-64-.png,"[{""left"":226,""top"":124,""width"":1,""height"":1,""label"":""head""}]",Head,,
306W7JMRYY8SBQ6J9S4KCGYVMIDB8M,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,37UQDCYH6Y566AX0U68FNCRRGMY7VE,A2J1CU575FIVCS,Approved,Sun Aug 06 01:01:20 PDT 2017,Sun Aug 06 01:01:24 PDT 2017,Fri Aug 11 01:01:24 PDT 2017,2017-08-11 08:01:45 UTC,,,4,100% (98/98),100% (98/98),100% (98/98),Head,class01_subclass09/SPCBench-1486665372-000105-003-572-252-104-64-.png,"[{""left"":218,""top"":127,""width"":1,""height"":1,""label"":""head""}]",Head,,
306W7JMRYY8SBQ6J9S4KCGYVMIDB8M,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,3EF8EXOTT25J4TI4O1DNJEPKIDS1JR,ACWBK5ISFR2B2,Approved,Sun Aug 06 01:06:35 PDT 2017,Sun Aug 06 01:06:49 PDT 2017,Fri Aug 11 01:06:49 PDT 2017,2017-08-11 08:07:44 UTC,,,14,100% (1068/1068),100% (1068/1068),100% (1068/1068),Head,class01_subclass09/SPCBench-1486665372-000105-003-572-252-104-64-.png,"[{""left"":83,""top"":121,""width"":41,""height"":43,""label"":""head""}]",Head,,
306W7JMRYY8SBQ6J9S4KCGYVMIDB8M,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,3F0BG9B9MQXNA4S5ZHVZUBVLY3Z7YM,A2OC145SY3JZ7Y,Approved,Sun Aug 06 00:54:18 PDT 2017,Sun Aug 06 00:54:21 PDT 2017,Fri Aug 11 00:54:21 PDT 2017,2017-08-11 07:54:45 UTC,,,3,100% (413/413),100% (413/413),100% (413/413),Head,class01_subclass09/SPCBench-1486665372-000105-003-572-252-104-64-.png,"[{""left"":230,""top"":125,""width"":1,""height"":2,""label"":""head""}]",Head,,
306W7JMRYY8SBQ6J9S4KCGYVMIDB8M,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:34:09 PDT 2017,5,BatchId:2897322;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:34:09 PDT 2017,,,3PZDLQMM0UV3L0UUXDWF1TMUKZV2CT,A24NA8ASZY358P,Approved,Sun Aug 06 00:52:33 PDT 2017,Sun Aug 06 00:53:24 PDT 2017,Fri Aug 11 00:53:24 PDT 2017,2017-08-11 07:53:45 UTC,,,51,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass09/SPCBench-1486665372-000105-003-572-252-104-64-.png,"[{""left"":210,""top"":105,""width"":36,""height"":40,""label"":""head""}]",Head,,
