"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.objects_to_find","Input.image_url","Answer.annotation_data","Answer.label","Approve","Reject"
"33CLA8O0MILO6CXVD3WGMNKLR8TRFW","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","33CKWXB73KUC9C20YC7HFETYOWR11M","A24NA8ASZY358P","Approved","Sun Aug 06 01:03:25 PDT 2017","Sun Aug 06 01:03:35 PDT 2017","Fri Aug 11 01:03:35 PDT 2017","2017-08-11 08:03:46 UTC","","","10","100% (831/831)","100% (831/831)","100% (831/831)","Head","class01_subclass11/SPCBench-1487029033-000002-000-204-1792-120-256-.png","[{""left"":100,""top"":95,""width"":26,""height"":40,""label"":""head""}]","Head"
"33CLA8O0MILO6CXVD3WGMNKLR8TRFW","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","34HJIJKLP669NNFHS8A8K07HPK8V4I","AX9YGUHEVZ2P7","Approved","Sun Aug 06 01:08:04 PDT 2017","Sun Aug 06 01:08:14 PDT 2017","Fri Aug 11 01:08:14 PDT 2017","2017-08-11 08:08:45 UTC","","","10","100% (204/204)","100% (204/204)","100% (204/204)","Head","class01_subclass11/SPCBench-1487029033-000002-000-204-1792-120-256-.png","[{""left"":128,""top"":117,""width"":1,""height"":1,""label"":""head""}]","Head"
"33CLA8O0MILO6CXVD3WGMNKLR8TRFW","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","34V1S5K3GTBP536S8VYRPG2YUJU960","A35I9ISAHVL3HO","Approved","Sun Aug 06 00:57:09 PDT 2017","Sun Aug 06 00:57:22 PDT 2017","Fri Aug 11 00:57:22 PDT 2017","2017-08-11 07:57:45 UTC","","","13","100% (170/170)","100% (170/170)","100% (170/170)","Head","class01_subclass11/SPCBench-1487029033-000002-000-204-1792-120-256-.png","[{""left"":139,""top"":113,""width"":1,""height"":1,""label"":""head""}]","Head"
"33CLA8O0MILO6CXVD3WGMNKLR8TRFW","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","34YB12FSQZY69GES9HBI6TL7OW4GM8","ACWBK5ISFR2B2","Approved","Sun Aug 06 00:55:05 PDT 2017","Sun Aug 06 00:55:12 PDT 2017","Fri Aug 11 00:55:12 PDT 2017","2017-08-11 07:55:44 UTC","","","7","100% (1068/1068)","100% (1068/1068)","100% (1068/1068)","Head","class01_subclass11/SPCBench-1487029033-000002-000-204-1792-120-256-.png","[{""left"":113,""top"":101,""width"":51,""height"":29,""label"":""head""}]","Head"
"33CLA8O0MILO6CXVD3WGMNKLR8TRFW","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","37QW5D2ZRHWUEWLFAGVGQP3FS2A8SX","A241K3CXIR4129","Approved","Sun Aug 06 01:03:21 PDT 2017","Sun Aug 06 01:03:28 PDT 2017","Fri Aug 11 01:03:28 PDT 2017","2017-08-11 08:03:46 UTC","","","7","100% (238/238)","100% (238/238)","100% (238/238)","Head","class01_subclass11/SPCBench-1487029033-000002-000-204-1792-120-256-.png","[{""left"":139,""top"":115,""width"":1,""height"":1,""label"":""head""}]","Head"
"3MDWE879UHCSPVPTEKAYCCT66OV9B9","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","3483FV8BEFTE5JLTNMJCFTUKODN264","A3QZMGTVA4VO44","Approved","Sun Aug 06 01:15:24 PDT 2017","Sun Aug 06 01:15:31 PDT 2017","Fri Aug 11 01:15:31 PDT 2017","2017-08-11 08:15:46 UTC","","","7","100% (138/138)","100% (138/138)","100% (138/138)","Head","class01_subclass11/SPCBench-1487029034-000004-000-208-1820-112-232-.png","[{""left"":133,""top"":118,""width"":2,""height"":1,""label"":""head""}]","Head"
"3MDWE879UHCSPVPTEKAYCCT66OV9B9","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","3A4NIXBJ779MV8STK88YJLQFKDPMLJ","ACWBK5ISFR2B2","Approved","Sun Aug 06 00:50:29 PDT 2017","Sun Aug 06 00:50:36 PDT 2017","Fri Aug 11 00:50:36 PDT 2017","2017-08-11 07:50:45 UTC","","","7","100% (1068/1068)","100% (1068/1068)","100% (1068/1068)","Head","class01_subclass11/SPCBench-1487029034-000004-000-208-1820-112-232-.png","[{""left"":122,""top"":102,""width"":1,""height"":1,""label"":""head""},{""left"":109,""top"":151,""width"":55,""height"":35,""label"":""head""}]","Head"
"3MDWE879UHCSPVPTEKAYCCT66OV9B9","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","3AWETUDC932K4EJ6EU1FZ7UWIDEIZJ","A3AOK8012PD7IO","Approved","Sun Aug 06 00:55:44 PDT 2017","Sun Aug 06 00:55:55 PDT 2017","Fri Aug 11 00:55:55 PDT 2017","2017-08-11 07:56:44 UTC","","","11","100% (553/553)","100% (553/553)","100% (553/553)","Head","class01_subclass11/SPCBench-1487029034-000004-000-208-1820-112-232-.png","[{""left"":121,""top"":163,""width"":1,""height"":1,""label"":""head""}]","Head"
"3MDWE879UHCSPVPTEKAYCCT66OV9B9","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","3MB8LZR5BG3R5KSQZWVI48YBV8YLKH","AJR1S4APF01FN","Approved","Sun Aug 06 01:19:32 PDT 2017","Sun Aug 06 01:19:43 PDT 2017","Fri Aug 11 01:19:43 PDT 2017","2017-08-11 08:19:46 UTC","","","11","100% (94/94)","100% (94/94)","100% (94/94)","Head","class01_subclass11/SPCBench-1487029034-000004-000-208-1820-112-232-.png","[{""left"":62,""top"":3,""width"":127,""height"":217,""label"":""head""}]","Head"
"3MDWE879UHCSPVPTEKAYCCT66OV9B9","33SBSXUPCZPJEKI38G2ILSHFIT0X8D","Locate head in a image of copepod","You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed","image, locate, annotation","$0.01","Sun Aug 06 00:35:18 PDT 2017","5","BatchId:2897326;OriginalHitTemplateId:920937336;","120","432000","Sun Aug 13 00:35:18 PDT 2017","","","3RYC5T2D7433J9KJH8XMM1T9VASRPD","A2NVXYZX2IEYVJ","Approved","Sun Aug 06 01:13:36 PDT 2017","Sun Aug 06 01:13:41 PDT 2017","Fri Aug 11 01:13:41 PDT 2017","2017-08-11 08:13:47 UTC","","","5","100% (244/244)","100% (244/244)","100% (244/244)","Head","class01_subclass11/SPCBench-1487029034-000004-000-208-1820-112-232-.png","[{""left"":138,""top"":114,""width"":2,""height"":3,""label"":""head""}]","Head"
