HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
3V7ICJJAZAQRSPJHXPE7V4IQKWH4B8,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3ERMJ6L4DZ2NGN3RGE7O0G8EPTNM7D,A1CBJPICZAM1QD,Approved,Sun Aug 06 01:12:40 PDT 2017,Sun Aug 06 01:12:52 PDT 2017,Fri Aug 11 01:12:52 PDT 2017,2017-08-11 08:13:44 UTC,,,12,100% (56/56),100% (56/56),100% (56/56),Head,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":239,""top"":103,""width"":1,""height"":1,""label"":""head""}]",Head,,
3V7ICJJAZAQRSPJHXPE7V4IQKWH4B8,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3IGI0VL648U0JBGQ913QOHJ9K84ON2,ACWBK5ISFR2B2,Approved,Sun Aug 06 00:48:51 PDT 2017,Sun Aug 06 00:48:57 PDT 2017,Fri Aug 11 00:48:57 PDT 2017,2017-08-11 07:49:44 UTC,,,6,100% (1068/1068),100% (1068/1068),100% (1068/1068),Head,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":110,""top"":98,""width"":70,""height"":65,""label"":""head""}]",Head,,
3V7ICJJAZAQRSPJHXPE7V4IQKWH4B8,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3RXPCZQMQQL9DRS3GVSKM1X4QLA1GM,A24NA8ASZY358P,Approved,Sun Aug 06 00:59:00 PDT 2017,Sun Aug 06 00:59:09 PDT 2017,Fri Aug 11 00:59:09 PDT 2017,2017-08-11 07:59:45 UTC,,,9,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":70,""top"":121,""width"":96,""height"":50,""label"":""head""}]",Head,,
3V7ICJJAZAQRSPJHXPE7V4IQKWH4B8,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3VNXK88KKDSAKTLT936Z18IXBCM9VS,A2OC145SY3JZ7Y,Approved,Sun Aug 06 01:00:40 PDT 2017,Sun Aug 06 01:00:48 PDT 2017,Fri Aug 11 01:00:48 PDT 2017,2017-08-11 08:01:44 UTC,,,8,100% (413/413),100% (413/413),100% (413/413),Head,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":239,""top"":110,""width"":1,""height"":1,""label"":""head""}]",Head,,
3V7ICJJAZAQRSPJHXPE7V4IQKWH4B8,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3X1FV8S5JY1PZ381N9C9TP4KFPGVG4,A3AOK8012PD7IO,Approved,Sun Aug 06 01:02:40 PDT 2017,Sun Aug 06 01:02:47 PDT 2017,Fri Aug 11 01:02:47 PDT 2017,2017-08-11 08:03:44 UTC,,,7,100% (553/553),100% (553/553),100% (553/553),Head,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":238,""top"":79,""width"":1,""height"":1,""label"":""head""}]",Head,,
3R15W654VD3AU3SRMZAECAF0SIDQLZ,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,33SA9F9TRY44UECF7ORHFO2M9I2WEX,A2OC145SY3JZ7Y,Approved,Sun Aug 06 00:49:29 PDT 2017,Sun Aug 06 00:49:32 PDT 2017,Fri Aug 11 00:49:32 PDT 2017,2017-08-11 07:49:46 UTC,,,3,100% (413/413),100% (413/413),100% (413/413),Head,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":240,""top"":104,""width"":3,""height"":2,""label"":""head""}]",Head,,
3R15W654VD3AU3SRMZAECAF0SIDQLZ,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,39GAF6DQWSASVOIY5QR6M20ED0X1VA,A2NVXYZX2IEYVJ,Approved,Sun Aug 06 00:51:25 PDT 2017,Sun Aug 06 00:51:31 PDT 2017,Fri Aug 11 00:51:31 PDT 2017,2017-08-11 07:51:45 UTC,,,6,100% (244/244),100% (244/244),100% (244/244),Head,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":240,""top"":105,""width"":1,""height"":1,""label"":""head""}]",Head,,
3R15W654VD3AU3SRMZAECAF0SIDQLZ,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3DH6GAKTYZZ6UEYBICNILVOK8WBYZ4,A35I9ISAHVL3HO,Approved,Sun Aug 06 00:49:45 PDT 2017,Sun Aug 06 00:49:53 PDT 2017,Fri Aug 11 00:49:53 PDT 2017,2017-08-11 07:50:44 UTC,,,8,100% (170/170),100% (170/170),100% (170/170),Head,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":238,""top"":96,""width"":1,""height"":1,""label"":""head""}]",Head,,
3R15W654VD3AU3SRMZAECAF0SIDQLZ,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3H7Z272LX8HSGBP6CO0Q0PKAPI0PLI,A1V9MN88VQ1LEB,Approved,Sun Aug 06 00:50:49 PDT 2017,Sun Aug 06 00:50:59 PDT 2017,Fri Aug 11 00:50:59 PDT 2017,2017-08-11 07:51:44 UTC,,,10,100% (212/212),100% (212/212),100% (212/212),Head,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":132,""top"":120,""width"":1,""height"":1,""label"":""head""}]",Head,,
3R15W654VD3AU3SRMZAECAF0SIDQLZ,33SBSXUPCZPJEKI38G2ILSHFIT0X8D,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sun Aug 06 00:33:04 PDT 2017,5,BatchId:2897320;OriginalHitTemplateId:920937336;,120,432000,Sun Aug 13 00:33:04 PDT 2017,,,3JRJSWSMQIV73GARX4GFARRPBP7E38,A24NA8ASZY358P,Approved,Sun Aug 06 00:47:52 PDT 2017,Sun Aug 06 00:48:08 PDT 2017,Fri Aug 11 00:48:08 PDT 2017,2017-08-11 07:48:44 UTC,,,16,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":92,""top"":108,""width"":93,""height"":34,""label"":""head""}]",Head,,
