HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
3NCN4N1H1GRDEXTNFUT3UDOQBDANBK,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,32KTQ2V7REPRU6RKVB58ECZKKJ49M5,A3F9N2P4NUUR7S,Approved,Sat Aug 05 22:27:41 PDT 2017,Sat Aug 05 22:27:49 PDT 2017,Thu Aug 10 22:27:49 PDT 2017,2017-08-11 05:28:44 UTC,,,8,100% (241/241),100% (241/241),100% (241/241),Head,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":175,""top"":120,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NCN4N1H1GRDEXTNFUT3UDOQBDANBK,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3EJJQNKU9SFB6SMVYVPHDSRI9JARH0,A1IFX10A8ZRFUV,Approved,Sat Aug 05 22:23:51 PDT 2017,Sat Aug 05 22:24:15 PDT 2017,Thu Aug 10 22:24:15 PDT 2017,2017-08-11 05:24:44 UTC,,,24,100% (356/356),100% (356/356),100% (356/356),Head,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":154,""top"":102,""width"":48,""height"":44,""label"":""head""}]",Head,,
3NCN4N1H1GRDEXTNFUT3UDOQBDANBK,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3FIJLY1B6VE6GJFAQDXS5CFQSMAFPZ,A374YV9KCIQNCC,Approved,Sat Aug 05 22:33:07 PDT 2017,Sat Aug 05 22:33:17 PDT 2017,Thu Aug 10 22:33:17 PDT 2017,2017-08-11 05:33:44 UTC,,,10,100% (261/261),100% (261/261),100% (261/261),Head,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":108,""top"":114,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NCN4N1H1GRDEXTNFUT3UDOQBDANBK,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3H8DHMCCWAL8784YMFXULVQ6MZOKDS,A2FI0IGN5PHL79,Approved,Sat Aug 05 22:33:06 PDT 2017,Sat Aug 05 22:33:15 PDT 2017,Thu Aug 10 22:33:15 PDT 2017,2017-08-11 05:33:44 UTC,,,9,100% (66/66),100% (66/66),100% (66/66),Head,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":106,""top"":114,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NCN4N1H1GRDEXTNFUT3UDOQBDANBK,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3MX2NQ3YCA4JNVOC6SU0DDAG5R45XT,ALNJ1O1Z6K0GL,Approved,Sat Aug 05 22:18:55 PDT 2017,Sat Aug 05 22:19:00 PDT 2017,Thu Aug 10 22:19:00 PDT 2017,2017-08-11 05:19:44 UTC,,,5,100% (370/370),100% (370/370),100% (370/370),Head,class01_subclass05/SPCBench-1485463224-000001-000-196-2592-144-40-.png,"[{""left"":176,""top"":115,""width"":1,""height"":1,""label"":""head""}]",Head,,
3MNJFORX8BEZ1PZXGWJDJMFPZQ2F54,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,308XBLVESJE1FFJ9Y3FLRHOKE67RBM,A24NA8ASZY358P,Approved,Sat Aug 05 22:56:40 PDT 2017,Sat Aug 05 22:56:56 PDT 2017,Thu Aug 10 22:56:56 PDT 2017,2017-08-11 05:57:44 UTC,,,16,100% (831/831),100% (831/831),100% (831/831),Head,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":92,""top"":143,""width"":25,""height"":16,""label"":""head""}]",Head,,
3MNJFORX8BEZ1PZXGWJDJMFPZQ2F54,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3EFVCAY5L4J1FT2PNMM2YOCSWJSJ8N,A15305UK5RCUFH,Approved,Sat Aug 05 22:50:34 PDT 2017,Sat Aug 05 22:50:37 PDT 2017,Thu Aug 10 22:50:37 PDT 2017,2017-08-11 05:50:44 UTC,,,3,100% (135/135),100% (135/135),100% (135/135),Head,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":98,""top"":134,""width"":1,""height"":1,""label"":""head""}]",Head,,
3MNJFORX8BEZ1PZXGWJDJMFPZQ2F54,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3FDJT1UU75ID3VP579FBNJ2E9IQK5K,A1IFX10A8ZRFUV,Approved,Sat Aug 05 22:32:27 PDT 2017,Sat Aug 05 22:32:33 PDT 2017,Thu Aug 10 22:32:33 PDT 2017,2017-08-11 05:32:45 UTC,,,6,100% (356/356),100% (356/356),100% (356/356),Head,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":41,""top"":140,""width"":35,""height"":46,""label"":""head""}]",Head,,
3MNJFORX8BEZ1PZXGWJDJMFPZQ2F54,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3FTF2T8WLSSNZILYZDBVNA1BILIW9J,A9ALF1SODWQE5,Approved,Sat Aug 05 22:38:07 PDT 2017,Sat Aug 05 22:38:18 PDT 2017,Thu Aug 10 22:38:18 PDT 2017,2017-08-11 05:38:44 UTC,,,11,100% (456/456),100% (456/456),100% (456/456),Head,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":42,""top"":133,""width"":51,""height"":42,""label"":""head""}]",Head,,
3MNJFORX8BEZ1PZXGWJDJMFPZQ2F54,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3UWN2HHPUZFFH38JGIKZ8MTAHX3NSU,A3F9N2P4NUUR7S,Approved,Sat Aug 05 22:35:04 PDT 2017,Sat Aug 05 22:35:12 PDT 2017,Thu Aug 10 22:35:12 PDT 2017,2017-08-11 05:35:44 UTC,,,8,100% (241/241),100% (241/241),100% (241/241),Head,class01_subclass05/SPCBench-1485463226-000006-000-256-2548-144-80-.png,"[{""left"":135,""top"":129,""width"":1,""height"":1,""label"":""head""}]",Head,,
38RHULDV9YPDOZG7D5C7CJ5UZFYWIT,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,32Q90QCQ1TVDZEIYIA8ERD8RMBPEKF,A9ALF1SODWQE5,Approved,Sat Aug 05 22:38:08 PDT 2017,Sat Aug 05 22:38:14 PDT 2017,Thu Aug 10 22:38:14 PDT 2017,2017-08-11 05:38:44 UTC,,,6,100% (456/456),100% (456/456),100% (456/456),Head,class01_subclass05/SPCBench-1485463234-000025-000-336-2576-128-48-.png,"[{""left"":150,""top"":79,""width"":106,""height"":70,""label"":""head""}]",Head,,
38RHULDV9YPDOZG7D5C7CJ5UZFYWIT,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,33M4IA01QHB8SIMA3Z73GEFCX9VRXV,A374YV9KCIQNCC,Approved,Sat Aug 05 22:58:20 PDT 2017,Sat Aug 05 22:58:28 PDT 2017,Thu Aug 10 22:58:28 PDT 2017,2017-08-11 05:58:44 UTC,,,8,100% (261/261),100% (261/261),100% (261/261),Head,class01_subclass05/SPCBench-1485463234-000025-000-336-2576-128-48-.png,"[{""left"":174,""top"":113,""width"":1,""height"":1,""label"":""head""}]",Head,,
38RHULDV9YPDOZG7D5C7CJ5UZFYWIT,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3G5F9DBFOQ73ZZ3C7FUREPGLUPPVHZ,A3F9N2P4NUUR7S,Approved,Sat Aug 05 22:52:05 PDT 2017,Sat Aug 05 22:52:13 PDT 2017,Thu Aug 10 22:52:13 PDT 2017,2017-08-11 05:52:44 UTC,,,8,100% (241/241),100% (241/241),100% (241/241),Head,class01_subclass05/SPCBench-1485463234-000025-000-336-2576-128-48-.png,"[{""left"":167,""top"":110,""width"":1,""height"":1,""label"":""head""}]",Head,,
38RHULDV9YPDOZG7D5C7CJ5UZFYWIT,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3QY7M81QH8WSQZ3OV2U8L3GA0OMK70,A2OC145SY3JZ7Y,Approved,Sat Aug 05 22:54:53 PDT 2017,Sat Aug 05 22:55:08 PDT 2017,Thu Aug 10 22:55:08 PDT 2017,2017-08-11 05:55:44 UTC,,,15,100% (413/413),100% (413/413),100% (413/413),Head,class01_subclass05/SPCBench-1485463234-000025-000-336-2576-128-48-.png,"[{""left"":170,""top"":116,""width"":1,""height"":1,""label"":""head""}]",Head,,
38RHULDV9YPDOZG7D5C7CJ5UZFYWIT,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,3VA45EW49OXX54914E5SRA66H7WO1R,A1CBJPICZAM1QD,Approved,Sat Aug 05 22:50:13 PDT 2017,Sat Aug 05 22:50:27 PDT 2017,Thu Aug 10 22:50:27 PDT 2017,2017-08-11 05:50:44 UTC,,,14,100% (56/56),100% (56/56),100% (56/56),Head,class01_subclass05/SPCBench-1485463234-000025-000-336-2576-128-48-.png,"[{""left"":164,""top"":117,""width"":1,""height"":1,""label"":""head""}]",Head,,
3UY4PIS8QRVC1ZBVDX0EO1BHP1K1NG,3H6GKE2851CSXK71EQ3BIT90OHLE13,Locate head in a image of copepod,You will be shown an image of copepod and asked to annotate the head. Please annotate the head by clicking the mouse on the most confident area. Please do not draw a box. Only one head location is needed,"image, locate, annotation",$0.01 ,Sat Aug 05 22:16:44 PDT 2017,5,BatchId:2897270;OriginalHitTemplateId:920937336;,120,432000,Sat Aug 12 22:16:44 PDT 2017,,,39K0FND3AIP5ZP1PNHJ8A7A4Q1MMAX,A9ALF1SODWQE5,Approved,Sat Aug 05 22:38:28 PDT 2017,Sat Aug 05 22:38:41 PDT 2017,Thu Aug 10 22:38:41 PDT 2017,2017-08-11 05:38:45 UTC,,,13,100% (456/456),100% (456/456),100% (456/456),Head,class01_subclass05/SPCBench-1485463236-000030-000-356-2608-112-80-.png,"[{""left"":160,""top"":60,""width"":73,""height"":45,""label"":""head""}]",Head,,
