HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.objects_to_find,Input.image_url,Answer.annotation_data,Answer.label,Approve,Reject
311HQEI8RSQKTA4G51SHKY933SX7ZO,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,36WLNQG780KC6BE4CXVLSAP119XEBY,A18VXKX5URAA4G,Submitted,Mon Aug 28 15:52:33 PDT 2017,Mon Aug 28 15:52:39 PDT 2017,Sat Sep 02 15:52:39 PDT 2017,,,,6,67% (2/3),67% (2/3),0% (0/1),Tail,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":127,""top"":130,""width"":1,""height"":1,""label"":""head""}]",Head,,
311HQEI8RSQKTA4G51SHKY933SX7ZO,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3B2X28YI3XP8TWLP6FCNGMXOKBE6BA,A2TP9EEZYVKCMU,Submitted,Mon Aug 28 16:20:58 PDT 2017,Mon Aug 28 16:21:04 PDT 2017,Sat Sep 02 16:21:04 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":127,""top"":132,""width"":1,""height"":1,""label"":""head""}]",Head,,
311HQEI8RSQKTA4G51SHKY933SX7ZO,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3RKNTXVS3N8PVZCJHDJCODT462O4AT,A3N76F2ZPQETH5,Submitted,Mon Aug 28 16:23:39 PDT 2017,Mon Aug 28 16:23:46 PDT 2017,Sat Sep 02 16:23:46 PDT 2017,,,,7,100% (1/1),100% (1/1),100% (1/1),Tail,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":87,""top"":144,""width"":1,""height"":1,""label"":""head""}]",Head,,
311HQEI8RSQKTA4G51SHKY933SX7ZO,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3SLE99ER0ONAH6508K9YDKQJPF5ZBO,A1AYL5V5GI9HC1,Submitted,Mon Aug 28 15:52:31 PDT 2017,Mon Aug 28 15:52:40 PDT 2017,Sat Sep 02 15:52:40 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":126,""top"":130,""width"":1,""height"":1,""label"":""head""}]",Head,,
311HQEI8RSQKTA4G51SHKY933SX7ZO,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3TXD01ZLD5R9A8QHNI03OE5YD5C4U1,A2QG20LG5LKENN,Submitted,Mon Aug 28 16:03:39 PDT 2017,Mon Aug 28 16:03:42 PDT 2017,Sat Sep 02 16:03:42 PDT 2017,,,,3,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass08/SPCBench-1486494970-000000-000-604-2340-111-88-.png,"[{""left"":119,""top"":132,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NZ1E5QA6ZB9O8NHBUXH0WO4LJG5B1,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3C2NJ6JBKBRMC4RLM35TH4G6LVLN2U,AQKFPKXGQHF0E,Submitted,Mon Aug 28 15:54:23 PDT 2017,Mon Aug 28 15:54:34 PDT 2017,Sat Sep 02 15:54:34 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":86,""top"":128,""width"":1,""height"":1,""label"":""head""},{""left"":247,""top"":73,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NZ1E5QA6ZB9O8NHBUXH0WO4LJG5B1,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3DIP6YHAPD2T4DGX9LBB18Z0T3AE8X,A1AYL5V5GI9HC1,Submitted,Mon Aug 28 15:39:44 PDT 2017,Mon Aug 28 15:39:53 PDT 2017,Sat Sep 02 15:39:53 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":128,""top"":122,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NZ1E5QA6ZB9O8NHBUXH0WO4LJG5B1,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3HMIGG0U4MGRAIXO9MN58BRGBFI8Y9,A18VXKX5URAA4G,Submitted,Mon Aug 28 15:57:41 PDT 2017,Mon Aug 28 15:57:47 PDT 2017,Sat Sep 02 15:57:47 PDT 2017,,,,6,67% (2/3),67% (2/3),0% (0/1),Tail,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":118,""top"":130,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NZ1E5QA6ZB9O8NHBUXH0WO4LJG5B1,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3LOTDFNYA89W0SCB2ZBNX6NMNBRWFB,A3EAOSOUQZFVFS,Submitted,Mon Aug 28 15:39:37 PDT 2017,Mon Aug 28 15:39:40 PDT 2017,Sat Sep 02 15:39:40 PDT 2017,,,,3,98% (96/98),98% (96/98),98% (96/98),Tail,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":121,""top"":127,""width"":1,""height"":1,""label"":""head""}]",Head,,
3NZ1E5QA6ZB9O8NHBUXH0WO4LJG5B1,3G0DIRF6ZYHAQ6H372P1T5L691H95F,Locate tail in a image of copepod,You will be shown an image of copepod and asked to annotate the tail. Please annotate the tail by clicking the mouse on the most confident area. Please do not draw a box. Only one tail location is needed,"image, locate, annotation",$0.01 ,Mon Aug 28 15:39:12 PDT 2017,5,BatchId:2920779;OriginalHitTemplateId:920937336;,120,432000,Mon Sep 04 15:39:12 PDT 2017,,,3R9WASFE20Q0UNHGDMVUWAH44DYZF7,A1VWJ6LH1E3GLN,Submitted,Mon Aug 28 15:56:47 PDT 2017,Mon Aug 28 15:56:51 PDT 2017,Sat Sep 02 15:56:51 PDT 2017,,,,4,0% (0/0),0% (0/0),0% (0/0),Tail,class01_subclass08/SPCBench-1486494971-000002-000-604-2360-111-56-.png,"[{""left"":126,""top"":121,""width"":1,""height"":1,""label"":""head""}]",Head,,
